ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,Community Areas,Historical Wards 2003-2015,Zip Codes,Census Tracts,Wards
2204156-20210116,2761206,377928,1,VICTOR'S SPORT WEAR INC.,VICTOR'S SPORTSWEAR,4324 W FULLERTON AVE 1,CHICAGO,IL,60639,31,10,31-10,25,1010,Limited Business License,,,2204156,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.924493167,-87.735124431,"(41.92449316714625, -87.73512443144165)",21,7,22615,439,17
2506194-20210116,2761599,412351,1,"FOUR STAR RESTAURANT GROUP, LLC",CHICK-FIL-A LOYOLA WATER TOWER,30 E CHICAGO AVE 1ST,CHICAGO,IL,60611,42,32,42-32,18,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2506194,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.896803948,-87.626920284,"(41.896803947893225, -87.6269202837321)",37,22,21182,104,36
5404-20210116,2759476,25136,1,DUALL AUTOMATION & FEEDER CO,DUALL AUTOMATION & FEEDER CO,5711 W GRAND AVE # 1ST,CHICAGO,IL,60639,36,7,36-7,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,5404,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.919188357,-87.768766013,"(41.91918835718312, -87.76876601320247)",19,52,22615,57,44
1303637-20201116,2751027,255886,1,"FINDABLES WICKER PARK, INC",STORE B,1472 N MILWAUKEE AVE,CHICAGO,IL,60622,1,10,1-10,14,1010,Limited Business License,,,1303637,RENEW,,09/15/2020,12/03/2020,N,11/16/2020,11/15/2022,12/03/2020,12/04/2020,AAI,,33,41.908560497,-87.674853781,"(41.90856049677466, -87.67485378051927)",25,24,21560,481,41
2207192-20201216,2755402,308003,1,"R.I.M.S. & ASSOCIATES, INC.",R.I.M.S. & ASSOCIATES INC.,7530-32 S ESSEX AVE BSMT,CHICAGO,IL,60649,7,39,7-39,4,4404,Regulated Business License,724,Other Home Based Businesses,2207192,RENEW,,10/15/2020,12/03/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,49,41.758081754,-87.564075686,"(41.75808175358206, -87.56407568628399)",39,43,22538,245,37
2754101-20201204,2754101,470720,1,"Croissant Sol, LLC","Croissant Sol, LLC",7405 S CALUMET AVE,CHICAGO,IL,60619,6,,6-,,4404,Regulated Business License,719,Professional Consulting (Home Based Business),2754101,ISSUE,10/13/2020,10/13/2020,12/03/2020,N,12/04/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,51,41.760002154,-87.61659412,"(41.760002153537464, -87.61659411969016)",67,31,21546,474,32
2446407-20210116,2761443,403732,1,PARK AND FIELD LLC,PARK AND FIELD,3509 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,7,35-7,14,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2446407,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.924529478,-87.714142122,"(41.92452947796793, -87.71414212248216)",23,10,22535,550,12
3006-20201016,2745735,24598,1,MONTFORD POINT MARINE ASSOCIATION,MONTFORD POINT MARINE ASSOCIATION,7011-7019 S VINCENNES AVE 1,CHICAGO,IL,60621,6,12,6-12,7,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,3006,RENEW,,08/15/2020,10/29/2020,N,10/16/2020,10/15/2022,10/29/2020,10/30/2020,AAI,,,41.766803676,-87.627130842,"(41.766803676079526, -87.62713084194895)",67,31,21559,513,32
2501707-20201216,2756566,412150,1,ARA SALON LLC,ARA SALON,1825 S ASHLAND AVE 1,CHICAGO,IL,60608,25,7,25-7,12,1010,Limited Business License,894,Hair Services,2501707,RENEW,,10/15/2020,12/03/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,,41.856994835,-87.665978233,"(41.85699483487967, -87.66597823265226)",33,8,14920,270,26
2762391-20201204,2762391,471901,1,"Genesis Cleaning Co-op, LWCA","Genesis Cleaning Co-op, LWCA",2505 S HARDING AVE 1ST,CHICAGO,IL,60623,22,,22-,,4404,Regulated Business License,752,Residential Cleaning (Home Based Business),2762391,ISSUE,11/27/2020,11/27/2020,12/03/2020,N,12/04/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,25,41.845903237,-87.723225239,"(41.845903236952125, -87.72322523935989)",32,14,21569,771,28
1801597-20201216,2755477,314319,1,"TDP RESTAURANT, INC.",BIG BOY GYROS,3541 N WESTERN AVE 1ST 1,CHICAGO,IL,60618,47,46,47-46,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1801597,RENEW,,10/15/2020,12/03/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,38,41.9461364,-87.688095684,"(41.94613640047224, -87.68809568378438)",46,13,21538,646,18
2446409-20210116,2761442,403732,1,PARK AND FIELD LLC,PARK AND FIELD,3509 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,7,35-7,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2446409,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.924529478,-87.714142122,"(41.92452947796793, -87.71414212248216)",23,10,22535,550,12
2506832-20210116,2761660,412722,1,"Synlawn Chicago,LLC",Synlawn of Chicago,2632 W BARRY AVE,CHICAGO,IL,60618,33,,33-,,1010,Limited Business License,925,Miscellaneous Wholesale,2506832,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.937881808,-87.694224875,"(41.93788180776763, -87.69422487514608)",22,24,21538,467,20
2204741-20210116,2759598,36683,1,SOCORRO MARTINEZ,SOCORRO MARTINEZ,2649 N MANGO AVE  1ST,CHICAGO,IL,60639,30,34,30-34,25,4404,Regulated Business License,724,Other Home Based Businesses,2204741,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.929029416,-87.769668696,"(41.92902941570001, -87.76966869620776)",19,27,22615,58,21
2211198-20201216,2755945,377209,1,KENNETH EARL JONES,KENTECH HEATING AND COOLING,858 W VERMONT ST,CHICAGO,IL,60643,34,35,34-35,5,4404,Regulated Business License,673,Home Repair Services,2211198,RENEW,,10/15/2020,12/03/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,,41.661546932,-87.643711194,"(41.661546932468255, -87.64371119366193)",50,45,22212,7,22
46338-20210116,2759591,36174,1,KROH-WAGNER INC,KROH-WAGNER INC,2331 N PULASKI RD,CHICAGO,IL,60639,35,21,35-21,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,46338,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.923580861,-87.726597682,"(41.92358086060171, -87.72659768153041)",23,27,22535,74,12
2446408-20210116,2761444,403732,1,PARK AND FIELD LLC,PARK AND FIELD,3509 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,7,35-7,14,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2446408,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.924529478,-87.714142122,"(41.92452947796793, -87.71414212248216)",23,10,22535,550,12
1404032-20201216,2755217,267436,1,"N & P GROUP,INC.",MARATHON,2811 N SACRAMENTO AVE,CHICAGO,IL,60618,33,18,33-18,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1404032,RENEW,,10/15/2020,12/03/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,,41.932436029,-87.702385426,"(41.93243602862578, -87.70238542607703)",22,15,22535,465,20
2184637-20200516,2721490,365536,1,"DUKE ANIMAL HOSPITAL, INC.","DUKE ANIMAL HOSPITAL, INC.",3941 N ASHLAND AVE 1ST,CHICAGO,IL,60613,47,44,47-44,19,1032,Animal Care License,857,Operate a Veterinary Hospital,2184637,RENEW,,03/15/2020,12/03/2020,N,05/16/2020,05/15/2022,12/03/2020,12/04/2020,AAI,,,41.95365395,-87.668883476,"(41.95365394998408, -87.66888347552636)",57,13,21186,724,18
27762-20201216,2754933,63641,1,THE HANA CENTER,THE HANA CENTER,4300 N CALIFORNIA AVE 1ST,CHICAGO,IL,60618,33,23,33-23,17,1010,Limited Business License,,,27762,RENEW,,10/15/2020,12/03/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,60,41.959498068,-87.698559452,"(41.959498067998176, -87.69855945214299)",16,2,21538,214,20
2206252-20210116,2760460,262919,1,"PYRAMID, LLC",CLASSIC RESTORATION,4929 W GRAND AVE,CHICAGO,IL,60639,36,47,36-47,25,4404,Regulated Business License,673,Home Repair Services,2206252,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.915547702,-87.750439972,"(41.915547701827826, -87.75043997182328)",19,4,22615,306,44
2626721-20201016,2748697,431555,1,TINTA SANGRE TATTOO LLC,TINTA SANGRE TATTOO,5220 S PULASKI RD 1ST W50-51,CHICAGO,IL,60632,23,26,23-26,8,4404,Regulated Business License,828,Tattoo / Permanent Body Art and Make-Up / Micro Blading,2626721,RENEW,,08/15/2020,09/03/2020,N,10/16/2020,10/15/2022,10/29/2020,10/30/2020,AAI,,,41.79799187,-87.723443741,"(41.797991869962225, -87.723443740796)",60,35,22248,793,6
1592986-20210116,2760584,290024,1,CARNITAS Y SUPERMERCADO EL GIGANTE INC.,CARNITAS Y SUPERMERCADO EL GIGANTE INC,2500 N LARAMIE AVE,CHICAGO,IL,60639,31,48,31-48,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1592986,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/04/2020,AAI,,,41.926006427,-87.756362982,"(41.92600642686074, -87.75636298203145)",19,7,22615,80,17
2373739-20210116,2761345,395417,1,MILWAUKEE KI SAWAARI INC.,SPLASH HAND CAR WASH,5108-5120 N MILWAUKEE AVE,CHICAGO,IL,60630,45,8,45-8,16,1010,Limited Business License,930,Operation of a Hand Car Wash,2373739,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.973134014,-87.765641844,"(41.97313401405755, -87.76564184414796)",11,20,21869,780,50
2374010-20210116,2761363,395535,1,"NEW URBAN AUTOMOTIVE, INC.","NEW URBAN AUTOMOTIVE, INC.",6330 N CLARK ST,CHICAGO,IL,60660,40,37,40-37,24,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2374010,RENEW,,11/15/2020,12/03/2020,N,01/16/2021,01/15/2023,12/03/2020,12/04/2020,AAI,,,41.997300917,-87.670531006,"(41.997300917329426, -87.67053100566281)",76,46,4451,537,24
45505-20201216,2754827,35837,1,"MICHELLE'S BALLROOM, INC.",MICHELLE'S BALLROOM,2800 W BELMONT AVE 1ST,CHICAGO,IL,60618,33,2,33-2,17,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,45505,RENEW,,10/15/2020,10/28/2020,N,12/16/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,,41.939502381,-87.697849374,"(41.93950238080945, -87.69784937401641)",22,2,21538,425,20
2762212-20201204,2762212,471771,1,GOLDEN FOUR LLC,Eathai,2901 N KEDZIE AVE,CHICAGO,IL,60618,33,,33-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2762212,ISSUE,11/19/2020,11/19/2020,11/27/2020,N,12/04/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,,41.933969466,-87.707331419,"(41.93396946560308, -87.70733141899717)",22,15,21538,465,20
2762433-20201204,2762433,471929,1,OKTO PARTNERS LLC,OKTO PARTNERS LLC,1829 N ORLEANS ST 2,CHICAGO,IL,60614,43,,43-,,4404,Regulated Business License,719,Professional Consulting (Home Based Business),2762433,ISSUE,11/30/2020,11/30/2020,12/03/2020,N,12/04/2020,12/15/2022,12/03/2020,12/04/2020,AAI,,,41.915621789,-87.637362803,"(41.915621788747124, -87.6373628034679)",68,51,21190,271,34
1069143-20201216,2755044,205082,1,HELADIO GURRERO,RUDY'S BAKERY,2038 W ROSCOE ST 1ST,CHICAGO,IL,60618,32,21,32-21,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1069143,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.943309135,-87.679975115,"(41.94330913452692, -87.67997511525247)",46,16,21538,614,40
2374283-20210116,2761429,401177,1,"MATRIX NORTH AMERICAN CONSTRUCTION, INC.","MATRIX NORTH AMERICAN CONSTRUCTION, INC.",1 E WACKER DR 11TH 1110,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,602,Administrative Commercial Office,2374283,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,1,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)",38,22,14309,580,36
1596096-20201216,2755321,291597,1,"CARINA, INC.",CASA DE CARINA,2834 N WESTERN AVE,CHICAGO,IL,60618,33,7,33-7,14,1010,Limited Business License,,,1596096,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/07/2020,AAI,,,41.933240863,-87.688073364,"(41.933240862520876, -87.6880733639514)",22,24,21538,467,20
2762528-20201207,2762528,471978,1,Dexter Oliver,Dexter Oliver,4100 S ASHLAND AVE  314,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,772,Retail Sales of New Electronics and Accessories,2762528,ISSUE,12/02/2020,12/02/2020,12/06/2020,N,12/07/2020,12/15/2022,12/06/2020,12/07/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2762583-20201207,2762583,471994,1,HAYLAH RUGS & MATTRESS INC.,HAYLAH RUGS & MATTRESS,3407 N HARLEM AVE IST,CHICAGO,IL,60634,38,,38-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2762583,ISSUE,12/03/2020,12/03/2020,12/04/2020,N,12/07/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.941891487,-87.806738705,"(41.941891487207315, -87.80673870485947)",17,39,22254,396,19
2601400-20200616,2727933,428057,1,JAYSHREE INC.,SUBWAY / JAY SHREE INC.,233 N MICHIGAN AVE 1ST FLOOR C016,CHICAGO,IL,60601,42,,42-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2601400,RENEW,,04/15/2020,06/04/2020,N,06/16/2020,06/15/2022,06/04/2020,12/07/2020,AAI,,,41.886567371,-87.624384671,"(41.886567370886944, -87.62438467059714)",38,22,14309,580,36
2220559-20210116,2761192,377807,1,"COMPLETE CAR CARE, INC.","COMPLETE CAR CARE, INC.",3424 W 111TH ST,CHICAGO,IL,60655,19,54,19-54,22,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2220559,RENEW,,11/15/2020,12/05/2020,N,01/16/2021,01/15/2023,12/05/2020,12/07/2020,AAI,,55,41.691582248,-87.706801991,"(41.691582248132, -87.70680199091622)",73,33,4447,369,42
2506445-20210116,2761619,412494,1,RED SNAPPER DIVISION INC.,RED SNAPPER,5601 W DIVISION ST 1,CHICAGO,IL,60651,29,46,29-46,15,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2506445,RENEW,,11/15/2020,12/06/2020,N,01/16/2021,01/15/2023,12/06/2020,12/07/2020,AAI,,,41.902034029,-87.765712109,"(41.902034028775596, -87.76571210902458)",26,52,4299,671,7
2069447-20201216,2755817,358364,1,Roots & Culture NFP,Roots & Culture,1034 N MILWAUKEE AVE STOREFORNT,CHICAGO,IL,60642,27,56,27-56,12,1010,Limited Business License,,,2069447,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,29,41.900623667,-87.662441958,"(41.90062366665023, -87.66244195815108)",25,41,22620,109,46
1875462-20210116,2760793,324524,1,NICK & JANU INC.,SUBWAY,5203 W FULLERTON AVE 1,CHICAGO,IL,60639,36,1,36-1,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1875462,RENEW,,11/15/2020,12/06/2020,N,01/16/2021,01/15/2023,12/06/2020,12/07/2020,AAI,,,41.923994964,-87.756282762,"(41.92399496376791, -87.75628276245897)",19,4,22615,307,44
1968963-20210116,2760890,342784,1,"WILEY'S LAWN CARE, LLC","WILEY'S LAWN CARE, LLC",710 E 47TH ST 1ST,CHICAGO,IL,60653,4,12,4-12,2,1010,Limited Business License,,,1968963,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,47,41.809615926,-87.608484736,"(41.809615926101415, -87.60848473644803)",4,1,4301,165,10
1544-20201216,2754237,291,1,"S & K FOOD & LIQUOR, INC.","S & K FOOD & LIQUOR, INC.",7500 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1544,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,49,41.758992762,-87.560377811,"(41.75899276178537, -87.56037781077926)",39,43,22538,245,37
8014-20201116,2750045,3986,1,"GOOSE ISLAND SHRIMP HOUSE, INC.",GOOSE ISLAND SHRIMP HOUSE INC,1013 W DIVISION ST,CHICAGO,IL,60642,27,46,27-46,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,8014,RENEW,,09/15/2020,12/04/2020,N,11/16/2020,11/15/2022,12/04/2020,12/07/2020,AAI,,,41.903458261,-87.653117977,"(41.903458260983456, -87.65311797721381)",37,16,22620,108,46
2214620-20210116,2760333,210837,1,"MCCARTHY FORD, INC",MCCARTHY FORD INC,11400 S PULASKI RD,CHICAGO,IL,60655,19,39,19-39,22,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2214620,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,,41.68570487,-87.720263572,"(41.6857048697285, -87.72026357236545)",73,33,4447,264,42
2501716-20201216,2756567,412171,1,"REMSBRIDGE, INC.","REMSBRIDGE, INC.",1642 E 56TH ST 10TH 1007,CHICAGO,IL,60637,5,35,5-35,2,4404,Regulated Business License,719,Professional Consulting (Home Based Business),2501716,RENEW,,10/15/2020,12/06/2020,N,12/16/2020,12/15/2022,12/06/2020,12/07/2020,AAI,,61,41.793514076,-87.58494662,"(41.79351407619528, -87.58494662001773)",8,32,22260,502,33
2762149-20201207,2762149,471726,1,TROPIC ISLAND JERK CHICKEN & JAMAICAN ISLAND CUSIN,TROPIC ISLAND JERK CHICKEN,553 E 79TH ST 1ST,CHICAGO,IL,60619,6,42,6-42,6,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2762149,ISSUE,11/17/2020,11/17/2020,11/17/2020,N,12/07/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,51,41.751084287,-87.610391288,"(41.75108428742866, -87.61039128821193)",40,31,21546,11,32
2506636-20210116,2761634,412583,1,VEGA PARTNERS LLC,VEGA PARTNERS LLC,1530 S STATE ST 15TH 15N,CHICAGO,IL,60605,3,54,3-54,1,4404,Regulated Business License,719,Professional Consulting (Home Based Business),2506636,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,,41.86101824,-87.6274171,"(41.861018239854175, -87.62741709999585)",34,12,14913,330,9
2484224-20201116,2757678,409086,1,V.H. EXPRESS LLC,VISTA HERMOSA EXPRESS,2147 S CALIFORNIA AVE 1,CHICAGO,IL,60608,12,38,12-38,10,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2484224,RENEW,,10/29/2020,12/05/2020,N,11/16/2020,11/15/2022,12/05/2020,12/07/2020,AAI,,,41.852329228,-87.69531189,"(41.85232922756925, -87.6953118896772)",32,11,14920,203,1
2373705-20210116,2761340,395402,1,"Multi Serve, Inc.",Multi Serve,1605 N 31ST AVE,MELROSE PARK,IL,60160,,,,,4404,Regulated Business License,673,Home Repair Services,2373705,RENEW,,11/15/2020,12/07/2020,N,01/16/2021,01/15/2023,12/07/2020,12/07/2020,AAI,,,,,,,,,,
12173-20210116,2759312,6018,1,S & T PROVISION CO.,S & T PROVISION CO.,3804 W 111TH ST,CHICAGO,IL,60655,19,4,19-4,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12173,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,,41.69144591,-87.715673104,"(41.691445910285765, -87.71567310388504)",73,33,4447,369,42
2642036-20210116,2762003,455599,1,"QR TAX CONSULTING, INC.","QR TAX CONSULTING, INC.",5048 S WESTERN AVE,CHICAGO,IL,60609,14,,14-,,1010,Limited Business License,197,Tax Preparation Services,2642036,RENEW,,11/15/2020,12/05/2020,N,01/16/2021,01/15/2023,12/05/2020,12/07/2020,AAI,,,41.801417265,-87.684377842,"(41.80141726514028, -87.68437784233404)",61,49,14924,763,8
2762305-20201207,2762305,471858,1,Marianita Salazar,Mariana's Soap Shop,4100 S ASHLAND AVE 1ST OUT/INDOOR,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2762305,ISSUE,11/24/2020,11/24/2020,12/06/2020,N,12/07/2020,12/15/2022,12/06/2020,12/07/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2222209-20200816,2734017,43011,1,MARIA CAZARES,CYN GRAPHICS,4220 W 31ST ST 1ST,CHICAGO,IL,60623,22,27,22-27,10,4404,Regulated Business License,724,Other Home Based Businesses,2222209,RENEW,,06/15/2020,08/17/2020,N,08/16/2020,08/15/2022,08/17/2020,12/07/2020,AAI,,,41.836925928,-87.730186534,"(41.83692592782277, -87.73018653396646)",32,14,21569,248,28
1990912-20201216,2755675,346517,1,"IRVINGTON, INC.",ORIGINAL ALPS,3637 W IRVING PARK RD 1 1,CHICAGO,IL,60618,45,9,45-9,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1990912,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.953624642,-87.719310849,"(41.95362464225412, -87.71931084947838)",16,2,21538,326,50
2026506-20200616,2726279,351680,1,"HAFID HAIR DESIGN, INC.",HAFID HAIR DESIGN,223 E 31ST ST 1,CHICAGO,IL,60616,3,7,3-7,2,1010,Limited Business License,894,Hair Services,2026506,RENEW,,04/15/2020,12/04/2020,N,06/16/2020,06/15/2022,12/04/2020,12/07/2020,AAI,,,41.838268038,-87.620876368,"(41.83826803755128, -87.6208763678723)",1,12,21194,25,9
1225885-20210116,2760392,243326,1,RAFAEL A ROLDAN,THE DOCTOR AUTO RADIATORS,1947 N PULASKI RD,CHICAGO,IL,60639,26,29,26-29,25,1010,Limited Business License,,,1225885,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,,41.916738019,-87.726396175,"(41.91673801876724, -87.72639617492807)",21,27,22535,135,49
1353630-20210116,2760459,262014,1,"A GLASS BLOCK MANUFACTURING, INC","A GLASS BLOCK MANUFACTURING, INC",1845 N LECLAIRE AVE,CHICAGO,IL,60639,37,19,37-19,25,1010,Limited Business License,925,Miscellaneous Wholesale,1353630,RENEW,,11/15/2020,12/05/2020,N,01/16/2021,01/15/2023,12/05/2020,12/07/2020,AAI,,,41.914372715,-87.752678798,"(41.91437271495383, -87.75267879807589)",26,4,22615,523,45
1242656-20210116,2760397,245274,1,MARK LOS MASONRY CO.INC.,MARK LOS MASONRY CO INC,5741 W GRAND AVE,CHICAGO,IL,60639,36,7,36-7,25,1010,Limited Business License,,,1242656,RENEW,,11/15/2020,12/04/2020,N,01/16/2021,01/15/2023,12/04/2020,12/07/2020,AAI,,,41.919379734,-87.769805607,"(41.919379734185505, -87.76980560710918)",19,52,22615,57,44
2631434-20201116,2752995,432497,1,"ORBITAL TRANSPORTS, INC.",OT TRANSITION,965 W CHICAGO AVE,CHICAGO,IL,60642,27,,27-,,1010,Limited Business License,619,Business and Management Consulting,2631434,RENEW,,09/15/2020,12/04/2020,N,11/16/2020,11/15/2022,12/04/2020,12/07/2020,AAI,,29,41.896202941,-87.652413126,"(41.89620294071183, -87.65241312565828)",25,41,22620,522,46
2500658-20201216,2756443,411545,1,"VIKING II, INC.",GORDON'S ON WESTERN,7319-7321 S WESTERN AVE 1,CHICAGO,IL,60636,18,33,18-33,8,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2500658,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,14,41.760455908,-87.682990311,"(41.76045590775151, -87.68299031105558)",64,6,22257,333,30
2208897-20200716,2730777,354599,1,"VORTEX SEWER & DRAIN, INC.","VORTEX SEWER & DRAIN, INC.",5625 W 23RD ST,CICERO,IL,60804,,,,,4404,Regulated Business License,673,Home Repair Services,2208897,RENEW,,05/15/2020,12/04/2020,N,07/16/2020,07/15/2022,12/04/2020,12/07/2020,AAI,,,,,,,,,,
2708892-20210116,2761002,358165,1,"SALGADO INVESTMENTS, LLC",COIN LAUNDRY,2815 W CERMAK RD 1,CHICAGO,IL,60623,12,7,12-7,10,4404,Regulated Business License,692,Laundromat - Self Service,2708892,RENEW,,11/15/2020,12/05/2020,N,01/16/2021,01/15/2023,12/05/2020,12/07/2020,AAI,,,41.851783567,-87.69618492,"(41.851783567445175, -87.69618491974441)",32,29,21569,203,1
33405-20201216,2754802,32366,1,CROWN DECORATING INC,CROWN DECORATING,2210 W BELMONT AVE 1ST,CHICAGO,IL,60618,32,19,32-19,19,1010,Limited Business License,,,33405,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.939616867,-87.683699903,"(41.9396168667385, -87.68369990328499)",46,16,21538,615,40
2368830-20201216,2756195,395094,1,Digital Printers Square LLC,"Digital Printers Square, LLC",600 S FEDERAL ST 3 301,CHICAGO,IL,60605,4,,4-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368830,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/07/2020,AAI,,,41.874472149,-87.629813215,"(41.87447214941229, -87.6298132150243)",38,48,14913,12,10
